interaction_id,event_timestamp,user_id,session_id,event_id,interaction_type,swipe_direction,liked,recommendation_context,segmento,genero,subgenero,ciudad,precio_min,precio_max,fecha_evento,recinto_id,ingestion_timestamp,days_until_event,avg_price,is_right_swipe
int_0000126,2026-04-25 01:21:05,user_002,sess_00007,event_00744,swipe,left,False,discover,Music,Jazz,Big Band,Barcelona,70.25,91.62,2026-06-08,venue_barcelona_053,2026-04-25 01:25:01,44,80.935,0
int_0000127,2026-04-25 08:06:24,user_002,sess_00007,event_01181,swipe,right,True,discover,Music,Rock,Indie Rock,Barcelona,34.03,70.39,2026-05-31,venue_barcelona_039,2026-04-25 08:08:53,36,52.21,1
int_0000128,2026-04-25 09:24:51,user_002,sess_00009,event_00042,swipe,right,True,discover,Music,Urban,Hip-Hop,Madrid,47.05,129.42,2026-07-14,venue_madrid_017,2026-04-25 09:25:01,80,88.23499999999999,1
int_0000129,2026-04-25 01:29:00,user_002,sess_00006,event_00018,swipe,right,True,discover,Music,Electronic,EDM,Madrid,22.65,55.93,2026-06-20,venue_madrid_019,2026-04-25 01:29:52,56,39.29,1
int_0000130,2026-04-25 11:58:35,user_002,sess_00007,event_00571,swipe,left,False,discover,Arts & Theatre,Exhibition,Modern Art,Madrid,53.87,124.36,2026-08-03,venue_madrid_056,2026-04-25 12:02:09,100,89.115,0
int_0000131,2026-04-25 08:33:42,user_002,sess_00007,event_01021,swipe,right,True,discover,Arts & Theatre,Dance,Contemporary,Madrid,55.56,110.77,2026-06-11,venue_madrid_002,2026-04-25 08:37:13,47,83.16499999999999,1
int_0000132,2026-04-25 08:09:05,user_002,sess_00008,event_01442,swipe,right,True,discover,Music,Pop,Synth Pop,Madrid,59.71,104.59,2026-08-10,venue_madrid_046,2026-04-25 08:11:34,107,82.15,1
int_0000133,2026-04-25 01:19:36,user_002,sess_00008,event_00823,swipe,right,True,discover,Music,Rock,Classic Rock,Madrid,38.93,61.53,2026-05-07,venue_madrid_049,2026-04-25 01:21:27,12,50.230000000000004,1
int_0000134,2026-04-25 06:35:26,user_002,sess_00008,event_00327,swipe,right,True,planner,Music,Pop,Synth Pop,Madrid,27.04,81.27,2026-06-12,venue_madrid_002,2026-04-25 06:39:14,48,54.155,1
int_0000135,2026-04-25 02:00:57,user_002,sess_00007,event_01373,swipe,right,True,discover,Music,Pop,Latin Pop,Madrid,58.45,79.09,2026-05-07,venue_madrid_056,2026-04-25 02:01:33,12,68.77000000000001,1
int_0000136,2026-04-25 00:06:50,user_002,sess_00006,event_00704,swipe,left,False,map,Family,Magic,Stage Magic,Zaragoza,24.7,75.49,2026-05-07,venue_zaragoza_030,2026-04-25 00:09:18,12,50.095,0
int_0000137,2026-04-25 06:07:47,user_002,sess_00007,event_00408,swipe,right,True,discover,Music,Rock,Alternative Rock,Malaga,17.92,107.48,2026-07-14,venue_malaga_069,2026-04-25 06:09:23,80,62.7,1
int_0000138,2026-04-25 07:06:14,user_002,sess_00009,event_01442,swipe,right,True,discover,Music,Pop,Synth Pop,Madrid,59.71,104.59,2026-08-10,venue_madrid_046,2026-04-25 07:08:58,107,82.15,1
int_0000139,2026-04-25 02:24:02,user_002,sess_00006,event_00495,swipe,right,True,map,Music,Electronic,Techno,Madrid,48.03,113.19,2026-08-06,venue_madrid_044,2026-04-25 02:27:00,103,80.61,1
int_0000140,2026-04-25 10:50:27,user_002,sess_00008,event_01140,swipe,left,False,map,Family,Theme Park,Adventure,Madrid,32.13,104.41,2026-06-25,venue_madrid_062,2026-04-25 10:50:35,61,68.27,0
int_0000141,2026-03-30 23:38:04,user_003,sess_00011,event_00635,swipe,right,True,planner,Music,Urban,Hip-Hop,Madrid,33.62,94.46,2026-06-23,venue_madrid_013,2026-03-30 23:41:03,85,64.03999999999999,1
int_0000142,2026-03-31 23:27:03,user_003,sess_00010,event_00866,swipe,right,True,discover,Music,Jazz,Fusion,Madrid,29.86,64.74,2026-07-29,venue_madrid_067,2026-03-31 23:29:35,120,47.3,1
int_0000143,2026-04-01 04:26:39,user_003,sess_00011,event_00064,swipe,right,True,discover,Music,Jazz,Big Band,Madrid,60.87,118.59,2026-07-06,venue_madrid_016,2026-04-01 04:28:18,96,89.73,1
int_0000144,2026-04-02 14:48:58,user_003,sess_00012,event_01180,swipe,right,True,map,Music,Urban,Reggaeton,Madrid,47.01,98.27,2026-08-18,venue_madrid_005,2026-04-02 14:50:36,138,72.64,1
int_0000145,2026-04-02 21:45:42,user_003,sess_00011,event_00207,swipe,right,True,discover,Music,Urban,Hip-Hop,Madrid,64.68,94.91,2026-05-21,venue_madrid_028,2026-04-02 21:48:24,49,79.795,1
int_0000146,2026-04-03 16:46:43,user_003,sess_00010,event_00753,swipe,left,False,discover,Sports,Football,Friendly,Madrid,72.1,124.14,2026-05-17,venue_madrid_037,2026-04-03 16:49:44,44,98.12,0
int_0000147,2026-04-04 00:53:13,user_003,sess_00010,event_00853,swipe,left,False,discover,Arts & Theatre,Dance,Contemporary,Madrid,58.15,66.69,2026-06-18,venue_madrid_057,2026-04-04 00:57:13,75,62.42,0
int_0000148,2026-04-04 22:58:06,user_003,sess_00011,event_00479,swipe,right,True,discover,Music,Electronic,Techno,Madrid,28.82,103.34,2026-07-19,venue_madrid_016,2026-04-04 23:01:12,106,66.08,1
int_0000149,2026-04-05 17:25:25,user_003,sess_00011,event_01216,swipe,right,True,discover,Music,Urban,Reggaeton,Madrid,73.01,89.06,2026-06-16,venue_madrid_055,2026-04-05 17:27:59,72,81.035,1
int_0000150,2026-04-06 12:59:01,user_003,sess_00010,event_00363,swipe,right,True,discover,Music,Electronic,House,Madrid,50.64,108.96,2026-06-08,venue_madrid_012,2026-04-06 13:02:28,63,79.8,1
int_0000151,2026-04-07 00:07:59,user_003,sess_00010,event_00868,swipe,right,True,discover,Music,Electronic,House,Madrid,48.54,120.4,2026-07-10,venue_madrid_052,2026-04-07 00:10:06,94,84.47,1
int_0000152,2026-04-07 08:21:25,user_003,sess_00010,event_00282,swipe,left,False,discover,Music,Urban,Hip-Hop,Madrid,59.24,139.65,2026-04-29,venue_madrid_051,2026-04-07 08:21:32,22,99.44500000000001,0
int_0000153,2026-04-08 17:04:59,user_003,sess_00010,event_01040,swipe,right,True,discover,Music,Rock,Classic Rock,Madrid,34.76,50.06,2026-05-04,venue_madrid_053,2026-04-08 17:06:47,26,42.41,1
int_0000154,2026-04-08 23:10:07,user_003,sess_00012,event_01261,swipe,right,True,discover,Music,Electronic,EDM,Madrid,37.34,112.28,2026-05-11,venue_madrid_027,2026-04-08 23:11:39,33,74.81,1
int_0000155,2026-04-09 08:21:09,user_003,sess_00010,event_00606,swipe,right,True,discover,Music,Urban,Trap,Madrid,41.51,98.81,2026-06-17,venue_madrid_059,2026-04-09 08:23:04,69,70.16,1
int_0000156,2026-04-10 19:25:13,user_003,sess_00011,event_01261,swipe,right,True,discover,Music,Electronic,EDM,Madrid,37.34,112.28,2026-05-11,venue_madrid_027,2026-04-10 19:25:43,31,74.81,1
int_0000157,2026-04-11 21:52:03,user_003,sess_00011,event_00341,swipe,right,True,discover,Music,Urban,Trap,Madrid,71.54,83.69,2026-05-01,venue_madrid_016,2026-04-11 21:55:25,20,77.61500000000001,1
int_0000158,2026-04-12 11:34:28,user_003,sess_00012,event_00680,swipe,right,True,discover,Music,Pop,Synth Pop,Madrid,66.2,102.09,2026-07-03,venue_madrid_047,2026-04-12 11:35:31,82,84.14500000000001,1
int_0000159,2026-04-12 18:44:38,user_003,sess_00011,event_00895,swipe,right,True,discover,Arts & Theatre,Dance,Flamenco,Madrid,66.84,85.81,2026-04-28,venue_madrid_043,2026-04-12 18:46:57,16,76.325,1
int_0000160,2026-04-13 23:04:50,user_003,sess_00012,event_00323,swipe,right,True,discover,Arts & Theatre,Classical,Opera,Madrid,56.45,64.66,2026-05-25,venue_madrid_015,2026-04-13 23:05:09,42,60.555,1
int_0000161,2026-04-14 10:17:29,user_003,sess_00012,event_00951,swipe,right,True,discover,Music,Urban,Reggaeton,Madrid,64.47,122.07,2026-05-04,venue_madrid_058,2026-04-14 10:19:20,20,93.27,1
int_0000162,2026-04-15 13:32:22,user_003,sess_00010,event_00915,swipe,right,True,discover,Music,Jazz,Fusion,Madrid,45.53,82.67,2026-07-16,venue_madrid_017,2026-04-15 13:35:57,92,64.1,1
int_0000163,2026-04-16 14:12:45,user_003,sess_00012,event_01203,swipe,left,False,map,Arts & Theatre,Dance,Flamenco,Valencia,18.56,93.71,2026-06-25,venue_valencia_032,2026-04-16 14:15:19,70,56.135,0
int_0000164,2026-04-17 07:34:00,user_003,sess_00011,event_00189,swipe,right,True,discover,Music,Jazz,Big Band,Madrid,49.66,83.3,2026-08-23,venue_madrid_042,2026-04-17 07:37:19,128,66.47999999999999,1
int_0000165,2026-04-18 02:25:52,user_003,sess_00011,event_00864,swipe,right,True,discover,Music,Jazz,Big Band,Madrid,49.35,57.78,2026-06-03,venue_madrid_058,2026-04-18 02:27:10,46,53.565,1
int_0000166,2026-04-18 18:47:10,user_003,sess_00011,event_00630,swipe,left,False,discover,Arts & Theatre,Theatre,Comedy,Madrid,69.5,123.39,2026-04-27,venue_madrid_015,2026-04-18 18:50:08,9,96.445,0
int_0000167,2026-04-19 01:41:51,user_003,sess_00010,event_01405,swipe,right,True,discover,Music,Rock,Classic Rock,Malaga,46.95,73.41,2026-07-03,venue_malaga_065,2026-04-19 01:44:04,75,60.18,1
int_0000168,2026-04-20 09:41:23,user_003,sess_00011,event_01389,swipe,right,True,planner,Music,Rock,Classic Rock,Madrid,68.56,104.88,2026-06-20,venue_madrid_064,2026-04-20 09:45:21,61,86.72,1
int_0000169,2026-04-21 00:24:35,user_003,sess_00011,event_00871,swipe,left,False,discover,Sports,Football,Friendly,Madrid,75.11,132.44,2026-08-21,venue_madrid_048,2026-04-21 00:27:09,122,103.775,0
int_0000170,2026-04-22 02:26:10,user_003,sess_00010,event_01352,swipe,right,True,map,Music,Urban,Trap,Madrid,66.47,97.22,2026-05-08,venue_madrid_041,2026-04-22 02:29:13,16,81.845,1
int_0000171,2026-04-22 10:11:13,user_003,sess_00012,event_01117,swipe,right,True,discover,Music,Urban,Trap,Madrid,51.19,128.61,2026-06-11,venue_madrid_010,2026-04-22 10:12:17,50,89.9,1
int_0000172,2026-04-23 02:11:13,user_003,sess_00012,event_00460,swipe,right,True,map,Music,Jazz,Big Band,A Coruna,68.22,155.38,2026-07-21,venue_a_coruna_039,2026-04-23 02:15:12,89,111.8,1
int_0000173,2026-04-23 14:16:05,user_003,sess_00011,event_00341,swipe,right,True,discover,Music,Urban,Trap,Madrid,71.54,83.69,2026-05-01,venue_madrid_016,2026-04-23 14:17:46,8,77.61500000000001,1
int_0000174,2026-04-25 01:58:31,user_003,sess_00011,event_00639,swipe,right,True,discover,Music,Jazz,Fusion,Madrid,39.05,80.95,2026-06-24,venue_madrid_069,2026-04-25 02:00:57,60,60.0,1
int_0000175,2026-04-25 06:17:00,user_003,sess_00012,event_01026,swipe,right,True,planner,Music,Urban,Reggaeton,Madrid,44.35,107.19,2026-05-11,venue_madrid_011,2026-04-25 06:17:47,16,75.77,1
int_0000176,2026-04-25 08:46:44,user_003,sess_00010,event_00097,swipe,right,True,discover,Music,Pop,Mainstream Pop,Sevilla,52.65,63.88,2026-08-19,venue_sevilla_013,2026-04-25 08:49:40,116,58.265,1
int_0000177,2026-04-25 00:16:40,user_003,sess_00012,event_01450,swipe,right,True,discover,Music,Electronic,EDM,Madrid,47.8,109.98,2026-07-08,venue_madrid_042,2026-04-25 00:17:42,74,78.89,1
int_0000178,2026-04-25 09:09:49,user_003,sess_00011,event_01293,swipe,right,True,planner,Music,Jazz,Fusion,Madrid,53.96,93.07,2026-07-21,venue_madrid_048,2026-04-25 09:13:05,87,73.515,1
int_0000179,2026-04-25 10:54:21,user_003,sess_00012,event_00515,swipe,right,True,discover,Music,Electronic,House,Barcelona,66.26,97.19,2026-06-11,venue_barcelona_048,2026-04-25 10:55:31,47,81.725,1
int_0000180,2026-04-25 10:00:44,user_003,sess_00011,event_00541,swipe,right,True,discover,Arts & Theatre,Theatre,Musical,Madrid,71.67,96.0,2026-07-29,venue_madrid_032,2026-04-25 10:01:12,95,83.83500000000001,1
int_0000181,2026-04-25 06:38:45,user_003,sess_00012,event_01042,swipe,right,True,map,Music,Rock,Indie Rock,Madrid,46.74,112.18,2026-05-08,venue_madrid_063,2026-04-25 06:40:30,13,79.46000000000001,1
int_0000182,2026-04-25 11:22:58,user_003,sess_00012,event_00884,swipe,right,True,map,Music,Urban,Hip-Hop,Madrid,16.63,29.43,2026-05-19,venue_madrid_042,2026-04-25 11:25:51,24,23.03,1
int_0000183,2026-04-25 01:56:28,user_003,sess_00010,event_00669,swipe,right,True,discover,Music,Rock,Classic Rock,Madrid,20.86,37.38,2026-06-17,venue_madrid_002,2026-04-25 01:59:29,53,29.12,1
int_0000184,2026-04-25 07:08:19,user_003,sess_00011,event_00417,swipe,right,True,discover,Music,Pop,Synth Pop,Zaragoza,63.9,86.9,2026-06-12,venue_zaragoza_012,2026-04-25 07:09:19,48,75.4,1
int_0000185,2026-04-25 03:26:35,user_003,sess_00010,event_01376,swipe,right,True,discover,Music,Electronic,House,Bilbao,38.63,52.51,2026-07-11,venue_bilbao_055,2026-04-25 03:28:08,77,45.57,1
int_0000186,2026-04-25 09:15:26,user_003,sess_00011,event_01092,swipe,right,True,discover,Music,Rock,Indie Rock,Madrid,71.32,128.49,2026-05-14,venue_madrid_035,2026-04-25 09:17:29,19,99.905,1
int_0000187,2026-04-25 09:39:05,user_003,sess_00012,event_01309,swipe,right,True,discover,Music,Urban,Reggaeton,Madrid,73.16,107.84,2026-06-18,venue_madrid_037,2026-04-25 09:39:18,54,90.5,1
int_0000188,2026-04-25 08:59:43,user_003,sess_00010,event_00391,swipe,right,True,discover,Music,Rock,Alternative Rock,Madrid,31.61,93.41,2026-08-14,venue_madrid_042,2026-04-25 09:00:22,111,62.51,1
int_0000189,2026-04-25 11:11:55,user_003,sess_00010,event_00403,swipe,right,True,discover,Music,Electronic,EDM,Barcelona,64.99,88.62,2026-07-31,venue_barcelona_042,2026-04-25 11:14:22,97,76.805,1
int_0000190,2026-04-25 01:15:39,user_003,sess_00011,event_00443,swipe,right,True,discover,Music,Rock,Alternative Rock,Barcelona,59.62,84.27,2026-04-27,venue_barcelona_007,2026-04-25 01:16:30,2,71.945,1
int_0000191,2026-04-25 10:58:49,user_003,sess_00011,event_00242,swipe,right,True,map,Music,Jazz,Fusion,Madrid,31.98,78.21,2026-08-03,venue_madrid_042,2026-04-25 11:02:04,100,55.095,1
int_0000192,2026-04-25 01:44:06,user_003,sess_00010,event_01239,swipe,right,True,discover,Music,Urban,Trap,Madrid,65.81,79.79,2026-04-30,venue_madrid_015,2026-04-25 01:44:12,5,72.80000000000001,1
int_0000193,2026-04-25 09:05:48,user_003,sess_00010,event_00352,swipe,right,True,discover,Music,Jazz,Big Band,Madrid,22.83,89.62,2026-08-07,venue_madrid_026,2026-04-25 09:09:09,104,56.225,1
int_0000194,2026-04-25 04:19:06,user_003,sess_00012,event_00440,swipe,right,True,discover,Music,Rock,Classic Rock,Madrid,56.0,76.01,2026-06-01,venue_madrid_021,2026-04-25 04:20:43,37,66.005,1
int_0000195,2026-04-25 05:30:08,user_003,sess_00011,event_01237,swipe,right,True,discover,Music,Jazz,Big Band,Madrid,20.79,37.5,2026-05-25,venue_madrid_021,2026-04-25 05:32:54,30,29.145,1
int_0000196,2026-04-25 02:58:49,user_003,sess_00012,event_01294,swipe,left,False,discover,Sports,Running,10K,Madrid,51.85,133.43,2026-05-02,venue_madrid_044,2026-04-25 03:00:58,7,92.64,0
int_0000197,2026-04-25 01:53:47,user_003,sess_00010,event_00121,swipe,right,True,discover,Arts & Theatre,Exhibition,Immersive,Madrid,18.22,67.83,2026-06-10,venue_madrid_040,2026-04-25 01:55:25,46,43.025,1
int_0000198,2026-04-25 06:24:35,user_003,sess_00011,event_00761,swipe,right,True,discover,Music,Electronic,House,Madrid,65.29,132.76,2026-05-25,venue_madrid_016,2026-04-25 06:25:13,30,99.025,1
int_0000199,2026-04-25 10:17:31,user_003,sess_00012,event_00327,swipe,right,True,map,Music,Pop,Synth Pop,Madrid,27.04,81.27,2026-06-12,venue_madrid_002,2026-04-25 10:18:36,48,54.155,1
int_0000200,2026-04-25 07:00:37,user_003,sess_00011,event_01126,swipe,right,True,map,Music,Urban,Trap,Madrid,49.01,138.55,2026-05-15,venue_madrid_010,2026-04-25 07:04:27,20,93.78,1
int_0000201,2026-04-25 01:21:19,user_003,sess_00010,event_00866,swipe,left,False,discover,Music,Jazz,Fusion,Madrid,29.86,64.74,2026-07-29,venue_madrid_067,2026-04-25 01:22:35,95,47.3,0
int_0000202,2026-04-25 06:14:47,user_003,sess_00010,event_01161,swipe,right,True,planner,Music,Electronic,EDM,Madrid,42.55,99.41,2026-05-10,venue_madrid_014,2026-04-25 06:18:44,15,70.97999999999999,1
int_0000203,2026-04-25 11:16:52,user_003,sess_00010,event_00242,swipe,right,True,discover,Music,Jazz,Fusion,Madrid,31.98,78.21,2026-08-03,venue_madrid_042,2026-04-25 11:18:28,100,55.095,1
int_0000204,2026-03-06 06:47:21,user_004,sess_00015,event_00809,swipe,right,True,discover,Music,Urban,Hip-Hop,Valencia,18.53,53.82,2026-07-06,venue_valencia_013,2026-03-06 06:50:36,122,36.175,1
int_0000205,2026-03-07 02:58:46,user_004,sess_00018,event_01106,swipe,left,False,discover,Music,Rock,Indie Rock,Barcelona,48.5,135.02,2026-06-11,venue_barcelona_003,2026-03-07 03:02:18,96,91.76,0
int_0000206,2026-03-07 15:31:36,user_004,sess_00018,event_01046,swipe,right,True,discover,Music,Electronic,EDM,Valencia,74.17,147.64,2026-06-21,venue_valencia_024,2026-03-07 15:32:00,106,110.905,1
int_0000207,2026-03-07 19:54:52,user_004,sess_00013,event_00608,swipe,right,True,discover,Music,Rock,Classic Rock,Valencia,20.26,37.19,2026-08-21,venue_valencia_043,2026-03-07 19:55:42,167,28.725,1
int_0000208,2026-03-09 05:13:43,user_004,sess_00017,event_01106,swipe,right,True,discover,Music,Rock,Indie Rock,Barcelona,48.5,135.02,2026-06-11,venue_barcelona_003,2026-03-09 05:17:23,94,91.76,1
int_0000209,2026-03-09 14:31:41,user_004,sess_00016,event_00544,swipe,right,True,planner,Music,Rock,Classic Rock,Madrid,41.05,50.29,2026-07-16,venue_madrid_031,2026-03-09 14:34:33,129,45.67,1
int_0000210,2026-03-10 02:47:12,user_004,sess_00016,event_00905,swipe,right,True,planner,Music,Pop,Synth Pop,Malaga,55.81,102.07,2026-05-11,venue_malaga_036,2026-03-10 02:50:41,62,78.94,1
int_0000211,2026-03-11 04:36:34,user_004,sess_00017,event_00809,swipe,right,True,discover,Music,Urban,Hip-Hop,Valencia,18.53,53.82,2026-07-06,venue_valencia_013,2026-03-11 04:37:46,117,36.175,1
int_0000212,2026-03-11 19:06:37,user_004,sess_00016,event_00046,swipe,left,False,discover,Arts & Theatre,Theatre,Drama,Madrid,19.57,82.47,2026-05-26,venue_madrid_020,2026-03-11 19:09:43,76,51.019999999999996,0
int_0000213,2026-03-12 07:21:17,user_004,sess_00015,event_01322,swipe,left,False,map,Family,Kids,Educational,Valencia,36.34,69.94,2026-08-10,venue_valencia_025,2026-03-12 07:24:54,151,53.14,0
int_0000214,2026-03-13 03:32:30,user_004,sess_00013,event_00320,swipe,left,False,discover,Arts & Theatre,Classical,Symphonic,Madrid,41.78,78.21,2026-05-16,venue_madrid_002,2026-03-13 03:34:56,64,59.995,0
int_0000215,2026-03-14 13:15:03,user_004,sess_00017,event_00492,swipe,right,True,discover,Music,Urban,Hip-Hop,Valencia,48.88,107.05,2026-06-19,venue_valencia_069,2026-03-14 13:18:51,97,77.965,1
int_0000216,2026-03-16 00:33:30,user_004,sess_00014,event_01044,swipe,right,True,discover,Music,Jazz,Fusion,Valencia,22.65,31.43,2026-07-10,venue_valencia_062,2026-03-16 00:34:49,116,27.04,1
int_0000217,2026-03-16 18:19:18,user_004,sess_00017,event_00794,swipe,right,True,discover,Music,Electronic,House,Valencia,63.74,81.75,2026-08-19,venue_valencia_047,2026-03-16 18:22:44,156,72.745,1
int_0000218,2026-03-17 00:58:26,user_004,sess_00017,event_00809,swipe,right,True,discover,Music,Urban,Hip-Hop,Valencia,18.53,53.82,2026-07-06,venue_valencia_013,2026-03-17 00:58:29,111,36.175,1
int_0000219,2026-03-18 12:42:46,user_004,sess_00018,event_00302,swipe,right,True,discover,Music,Jazz,Smooth Jazz,Valencia,55.95,67.92,2026-08-18,venue_valencia_044,2026-03-18 12:43:21,153,61.935,1
int_0000220,2026-03-18 18:00:23,user_004,sess_00018,event_00870,swipe,left,False,discover,Music,Electronic,House,Sevilla,46.75,111.7,2026-08-14,venue_sevilla_066,2026-03-18 18:00:33,149,79.225,0
int_0000221,2026-03-20 03:31:41,user_004,sess_00017,event_00106,swipe,left,False,discover,Family,Kids,Puppets,Valencia,22.23,66.59,2026-07-23,venue_valencia_005,2026-03-20 03:35:12,125,44.410000000000004,0
int_0000222,2026-03-21 00:21:46,user_004,sess_00015,event_01322,swipe,left,False,discover,Family,Kids,Educational,Valencia,36.34,69.94,2026-08-10,venue_valencia_025,2026-03-21 00:22:03,142,53.14,0
int_0000223,2026-03-21 23:46:13,user_004,sess_00017,event_01357,swipe,right,True,discover,Music,Urban,Trap,Madrid,20.19,54.23,2026-07-28,venue_madrid_024,2026-03-21 23:49:52,129,37.21,1
int_0000224,2026-03-22 20:03:16,user_004,sess_00016,event_01118,swipe,right,True,discover,Music,Pop,Latin Pop,Valencia,15.66,98.25,2026-07-11,venue_valencia_028,2026-03-22 20:04:59,111,56.955,1
int_0000225,2026-03-23 07:45:22,user_004,sess_00018,event_00769,swipe,right,True,discover,Music,Rock,Classic Rock,Sevilla,66.26,115.81,2026-07-06,venue_sevilla_061,2026-03-23 07:45:43,105,91.035,1
int_0000226,2026-03-23 14:06:23,user_004,sess_00014,event_00877,swipe,right,True,discover,Music,Jazz,Fusion,Valencia,38.72,91.08,2026-08-19,venue_valencia_030,2026-03-23 14:08:52,149,64.9,1
int_0000227,2026-03-24 15:29:27,user_004,sess_00013,event_00949,swipe,right,True,planner,Music,Rock,Indie Rock,Valencia,72.31,151.3,2026-06-14,venue_valencia_009,2026-03-24 15:30:45,82,111.805,1
int_0000228,2026-03-25 00:30:00,user_004,sess_00018,event_00707,swipe,right,True,discover,Sports,Football,Champions,Valencia,47.72,62.53,2026-06-22,venue_valencia_013,2026-03-25 00:30:09,89,55.125,1
int_0000229,2026-03-25 17:13:10,user_004,sess_00016,event_00947,swipe,left,False,discover,Arts & Theatre,Exhibition,Photography,Madrid,24.35,56.22,2026-06-01,venue_madrid_050,2026-03-25 17:13:45,68,40.285,0
int_0000230,2026-03-26 03:06:23,user_004,sess_00017,event_00691,swipe,left,False,map,Arts & Theatre,Classical,Opera,Madrid,18.0,95.48,2026-05-13,venue_madrid_006,2026-03-26 03:07:28,48,56.74,0
